Name,Locality,State,Country,Latitude,Longitude,Room Type,Guest Count,Price,Ratings
Serenidad - 3BHK penthouse with private terrace!,Candolim,Goa,India,15.51,73.774,Entire serviced apartment,8,148,4.68
The Most Luxurious Villa With Private Swimming,Lonavla,Maharashtra,India,18.77964,73.38772,Entire villa,16,133,3.83
"Cedar House Farm Stay, 20 mins from Koramangala",Marsur,Karnataka,India,12.763,77.69897,Farm stay,12,135,4.86
Elegant Villa: Luxury 4BHK by Limestays,Lonavala,Maharashtra,India,18.76309,73.40182,Entire villa,16,133,4.57
Indo - Portuguese Villa in Assagao,Assagao,Goa,India,15.59958,73.77469,Entire villa,7,147,4.55
Riviera Sublime 3BHK Villa,Siolim,Goa,India,15.62359,73.76828,Entire villa,10,137,4.78
Meraki @ The Woodhouse Farm,Nainital,Uttarakhand,India,29.50948,79.63587,Farm stay,6,153,5.0
A Cosy Villa near the beach in Goa,Varca,Goa,India,15.22279,73.93695,Entire villa,10,134,4.6
Sara's Chalet Two with Garden View,Nainital,Uttarakhand,India,29.45992,79.65339,Entire chalet,5,149,4.42
ANISREE (4 Bedroom home with valley view),Kodaikanal,Tamil Nadu,India,10.26714,77.46693,Entire home,8,151,4.81
"Farm Villa  with pool near NH 8, Bonfire",Gurugram,Haryana,India,28.36201,76.95057,Entire home,14,132,3.85
"3 Bhk Luxury Beach Villa.
HAPPY 2 U 
Candolim.",Goa,Goa,India,15.51444,73.76619,Entire bungalow,10,139,4.92
Pool Villa - The Humming Trees,Pravithanam,Kerala,India,9.737,76.735,Entire villa,16,192,4.92
StayVista Scenic View - 4BR Bungalow 89,Lonavala,Maharashtra,India,18.73217,73.40168,Entire villa,12,193,4.36
Farm The Retreat | With Private Pool,Gurugram,Haryana,India,28.289,76.929,Farm stay,6,196,4.74
ElSereno-2Bhk Apt with Private Garden-North Goa,Chapora,Goa,India,15.60545,73.74301,Entire rental unit,4,140,4.77
TERRAKOT....A Mango Breeze!,Lanja,Maharashtra,India,16.881,73.468,Farm stay,9,192,0
Valley view Bungalow on rent in Panchgani,Panchgani,Maharashtra,India,17.943,73.807,Entire home,16,190,4.91
Shalimar Royal: Luxurious 4BHK Villa by Limestays,Lonavala,Maharashtra,India,18.7641,73.40108,Entire villa,16,133,4.41
'Alberto Villa' -High end luxury mansion with pool,Jaipur,Rajasthan,India,26.97969,75.77537,Entire villa,10,192,0
Experience serenity at this 2BHK pool property,Ranga Reddy,Telangana,India,17.29038,78.23217,Entire villa,14,192,5.0
Modi House,Lonavala,Maharashtra,India,18.74743,73.42289,Entire bungalow,16,194,4.66
Sara's Chalet Three w/ Lawn,Nainital,Uttarakhand,India,29.41925,79.55279,Entire chalet,5,132,4.43
Luxurious 3bhk villa with private pool at Colva,Colva,Goa,India,15.27555,73.91895,Entire home,9,191,3.2
4 BR Artisana Farm with swimming pool in Jaipur,Jaipur,Rajasthan,India,26.93029,75.88596,Farm stay,10,129,4.49
"3BHK luxury Villa-Villa Da' Sixth, Vagator- Anjuna",Vagator,Goa,India,15.59775,73.75629,Entire villa,8,141,4.83
Serviced Apartments w Pool & Breakfast for upto 12,Alto Porvorim,Goa,India,15.51944,73.81883,Room in serviced apartment,12,133,5.0
A Secluded Wood Cabin @ Dhanaulti (Falcon Crest ),Dhanolti,Uttarakhand,India,30.447,78.196,Entire cabin,4,135,4.89
Cute 3 Bedroom Villa 300m from Baga Beach,Baga,Goa,India,15.55843,73.75666,Entire villa,6,129,4.53
"B's Hive on the Beach - ""KADAL""",Chennai,Tamil Nadu,India,12.70712,80.2272,Entire cottage,10,137,4.78
4BHK: The ForestBound Cottage,Manali,Himachal Pradesh,India,32.245,77.181,Entire villa,10,153,5.0
Baga/calangute 7min drive- 3bhk villa with pool,Sangolda,Goa,India,15.54702,73.80199,Entire villa,12,137,4.44
Cabaral Villa: Artsy 3BHK with pool by Limestays,Igatpuri,Maharashtra,India,19.68254,73.57751,Entire villa,16,137,4.4
The Anchorage by Sonali - Kasauli,Kasauli,Himachal Pradesh,India,30.902,77.016,Entire cottage,6,139,4.75
Villa spend time and make memories,New Delhi,Delhi,India,28.52394,77.13948,Entire villa,10,150,0
"Jumbo pool villa, Ambernath",Nalambi,Maharashtra,India,19.22775,73.21889,Farm stay,12,152,4.8
A Frame Wildrootstay Orchid Family Chalet,Sughandhagiry,Kerala,India,11.58006,75.99667,Farm stay,6,131,3.8
Hushstay x House on the Slope :Facing the Himalaya,Chalnichhina,Uttarakhand,India,29.5547,79.80569,Farm stay,6,192,5.0
"Vagator ,Cosy & Modern 3 bedroom villa for 8",Goa,Goa,India,15.5987,73.75698,Entire villa,8,196,5.0
"Nature Castle(Willus villa),Munnar,Vattavada",Munnar,Kerala,India,10.15926,77.17119,Entire villa,16,154,4.53
